,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.00772869894491,0.0,0.00409752155172,0.0448410778193,0.0,0.0,0.0111987610427,0.0191345928467,0.00863294617004,0.0134894172513,0.00754009789157,0.0217702694375,0.0045703125,0.0,0.0041259765625,0.0341557344443,0.0152365822407,0.0198703746891,0.0188727464121,0.0427727253031,0.0118133223684,0.0172001008065,0.0117680027174,0.0307687338173,0.0505787865454,0.0,0.0403322081633,0.0454708312337,0.0767369865873,0.0083681778169,0.0391988623789,0.00802892736486,0.0588579669932,0.0399420323126,0.0233023732451,0.0317159215998,0.0432430495402,0.071729582458,0.0259601984797
1,0.0112463893231,0.0,0.0,0.0167128164557,0.0087128432866,0.0,0.00409293464221,0.036475151154,0.0158912815675,0.0,0.00294932055101,0.0466972422334,0.0160695208153,0.0165927180482,0.00310936120106,0.0331706802718,0.0273727691549,0.00230521606285,0.0179263822783,0.0362770536767,0.0260426700273,0.0255989127437,0.0271307679664,0.0411320982771,0.0288520102464,0.0433152213698,0.0303874366748,0.0328618871235,0.0546171095414,0.0376197235433,0.0297281362939,0.0476687903939,0.0311099011831,0.0258573952246,0.029997192283,0.0293112350916,0.0424531029739,0.0388627092587,0.0172510925552,0.0636133317434
2,0.0,0.0,0.0,0.0,0.00354287790698,0.0,0.0,0.0189670428152,0.0337786248717,0.0,0.0,0.0265030070826,0.0397046418911,0.00421899964495,0.00400499241658,0.013628760729,0.0230559630314,0.00762311524624,0.0100497168604,0.0329810540768,0.0462427772072,0.00412454442902,0.0161395216788,0.0456661515854,0.0568637711393,0.0223219624672,0.0277511534557,0.0174126516079,0.0975559274055,0.0340150907219,0.0195194715189,0.0290929361571,0.044086208681,0.0514382677233,0.0131038767031,0.0473237947932,0.0491558011338,0.0153524709302,0.0246296325084,0.0172214673913
3,0.00971651650118,0.0,0.00990213080095,0.0,0.0330145180007,0.00558402843045,0.0,0.00979653238803,0.0186854221533,0.0,0.0115992940145,0.00988746342246,0.0285559883555,0.0254322469197,0.00934659996811,0.0182133765462,0.0246145492047,0.0211317154329,0.0278466144819,0.0206766358117,0.0312974903031,0.0348474471555,0.0349676949457,0.023478511349,0.0138164817736,0.0314101954702,0.0228743789292,0.0286655835982,0.0323054059191,0.0586194635259,0.0261312242617,0.0138595853606,0.0376856911946,0.0499358945032,0.0373709056867,0.0464001643466,0.0248816308351,0.0841955455552,0.0366899199616,0.00889962194735
4,0.0,0.0,0.0,0.0,0.00249115566038,0.0,0.0,0.0055876388644,0.0107334872106,0.0,0.0145417789757,0.0,0.0214082871071,0.00725192329604,0.0461911779792,0.0,0.0258147036883,0.00670148247978,0.0379790606948,0.0144987895578,0.03284742076,0.0231766086218,0.0166077044025,0.0271865415001,0.0235008817104,0.0230973720103,0.0372753726376,0.0181216558716,0.0173045882066,0.018345159239,0.106327117767,0.00756806782899,0.0425217340632,0.0142861749882,0.114580766568,0.0458952888293,0.0502367077596,0.0397267730729,0.0149469339623,0.0373375752727
5,0.0,0.0,0.0,0.00207923228346,0.0411355850657,0.0,0.0040625,0.0,0.0222116815034,0.00580357142857,0.00382699275362,0.00246787383178,0.0232965455244,0.0,0.00600142045455,0.0025269138756,0.0397757590919,0.0113406624786,0.0100391328829,0.02196605891,0.0375520380241,0.0127796570733,0.0285532249809,0.0126878021066,0.0558116539491,0.0378833297963,0.0324684843341,0.0396480214879,0.0539885600853,0.00743838028169,0.0302127539077,0.0209359590675,0.0373973638939,0.0456365139686,0.086436459891,0.0305316717049,0.0390038332768,0.0288860939112,0.0155729166667,0.0115981867284
6,0.0106708855229,0.00415192610063,0.0,0.0,0.0253271570925,0.0114499926265,0.00443968335513,0.0081113481639,0.03066646944,0.00807942376339,0.00593943954816,0.00234768596266,0.0337921997203,0.0230568757534,0.00373673349057,0.0189429260601,0.0203843024635,0.0159207190397,0.00862323113208,0.0152467075709,0.00439615704772,0.0222898523509,0.0395934569758,0.0152462287538,0.0269200730643,0.0542021017303,0.0330579209936,0.0277544789629,0.0295316377558,0.0332412587501,0.0275226223687,0.023992459641,0.0345911527562,0.0310603255659,0.020179374888,0.0237769280383,0.117418200329,0.0161706595498,0.063767551922,0.0154330131155
7,0.0,0.0,0.0,0.0112154907975,0.00226048651733,0.00541968260538,0.0,0.00601242805642,0.0101278023707,0.00887621556729,0.0,0.00595107674972,0.0117356327389,0.00325813140487,0.0,0.0180990016212,0.0262736809436,0.0214299003676,0.00662733547128,0.0294006588187,0.0263130180645,0.0199223857504,0.0185961473249,0.0288883853876,0.0870801873634,0.021895611338,0.026513399955,0.0545236509602,0.0309673709911,0.0193134553395,0.00956074625365,0.0621078812506,0.0562076753879,0.0275789794238,0.0167484662577,0.0335097680171,0.0314696863667,0.0418746895484,0.043222450023,0.0166630148992
8,0.00241336633663,0.0039,0.0,0.0,0.0293062445636,0.0,0.0,0.00405187009389,0.0345668895686,0.00399590163934,0.0,0.00969802319586,0.0254319897311,0.00826271186441,0.0,0.0412345916068,0.0456860085311,0.01278714565,0.0215246457119,0.027317730095,0.0314834614824,0.00573529411765,0.0277322705456,0.0095094273743,0.0528790827764,0.032790447527,0.0351388448949,0.0222669595373,0.0240048539274,0.0330031876138,0.00617088607595,0.0235105841759,0.0170440478407,0.0582249911374,0.0303632840475,0.0114919354839,0.0589491283816,0.009375,0.0249107142857,0.0386340957826
9,0.00353896727516,0.00229786076867,0.0,0.0,0.00756919801971,0.00701996660443,0.0,0.0,0.0169397835499,0.00599441939654,0.0,0.0,0.0124050196666,0.0134206998395,0.0,0.0307639370724,0.040794439571,0.00603893935346,0.00910715153134,0.0774811489082,0.0909046126979,0.00641025330298,0.0157504608034,0.0576737221113,0.0426486676135,0.0183025404697,0.0391621428059,0.0615439309311,0.0135346767782,0.0164290516947,0.0364545583565,0.0656000251426,0.0176471829099,0.0240100338272,0.0226232494108,0.0434101775067,0.0394886684948,0.0109892632915,0.0363596058515,0.0237652627247
