,Gene,Image,MTOC,MTOC leading edge,Non MTOC,timepoint
21_88,arhgdia,21,0.269930130134,,0.188527857237,3h
21_89,arhgdia,21,0.269930130134,,0.188527857237,3h
21_90,arhgdia,21,0.17657282068,,0.233623965281,3h
22_1,arhgdia,22,0.144689945587,0.144689945587,0.304361572989,3h
22_2,arhgdia,22,0.144201597816,0.144201597816,0.30291941081,3h
22_3,arhgdia,22,0.144201597816,0.144201597816,0.30291941081,3h
22_4,arhgdia,22,0.143461693244,0.143461693244,0.300894402075,3h
22_5,arhgdia,22,0.143461693244,0.143461693244,0.300894402075,3h
22_6,arhgdia,22,0.142942171543,0.142942171543,0.297438067998,3h
22_7,arhgdia,22,0.150087874558,0.150087874558,0.294177112662,3h
22_8,arhgdia,22,0.150087874558,0.150087874558,0.294177112662,3h
22_9,arhgdia,22,0.141274598437,0.141274598437,0.291998847872,3h
22_10,arhgdia,22,0.141274598437,0.141274598437,0.291998847872,3h
22_11,arhgdia,22,0.148165352102,0.148165352102,0.289515742947,3h
22_12,arhgdia,22,0.146853466675,0.146853466675,0.29544121835,3h
22_13,arhgdia,22,0.146853466675,0.146853466675,0.29544121835,3h
22_14,arhgdia,22,0.152915344618,0.152915344618,0.298815368192,3h
22_15,arhgdia,22,0.152631769083,0.152631769083,0.299129080774,3h
22_16,arhgdia,22,0.150874895846,0.150874895846,0.298309710497,3h
22_17,arhgdia,22,0.150874895846,0.150874895846,0.298309710497,3h
22_18,arhgdia,22,0.149061529777,0.149061529777,0.299932865473,3h
22_19,arhgdia,22,0.139942936172,0.139942936172,0.301723271304,3h
22_20,arhgdia,22,0.139942936172,0.139942936172,0.301723271304,3h
22_21,arhgdia,22,0.13835905273,0.13835905273,0.300549481672,3h
22_22,arhgdia,22,0.137852179189,0.137852179189,0.301275744895,3h
22_23,arhgdia,22,0.143445637781,0.143445637781,0.305577598807,3h
22_24,arhgdia,22,0.143445637781,0.143445637781,0.305577598807,3h
22_25,arhgdia,22,0.142096412556,0.142096412556,0.313591502037,3h
22_26,arhgdia,22,0.126930523411,0.126930523411,0.312037020543,3h
22_27,arhgdia,22,0.140591204037,0.140591204037,0.311910686904,3h
22_28,arhgdia,22,0.132633335536,0.132633335536,0.31266258567,3h
22_29,arhgdia,22,0.132633335536,0.132633335536,0.31266258567,3h
22_30,arhgdia,22,0.138689805342,0.138689805342,0.312220372097,3h
22_31,arhgdia,22,0.138222464558,0.138222464558,0.314278656447,3h
22_32,arhgdia,22,0.130512892772,0.130512892772,0.316841236387,3h
22_33,arhgdia,22,0.130512892772,0.130512892772,0.316841236387,3h
22_34,arhgdia,22,0.136401790711,0.136401790711,0.316267968997,3h
22_35,arhgdia,22,0.135860827063,0.135860827063,0.318237719389,3h
22_36,arhgdia,22,0.134859076255,0.134859076255,0.315919054603,3h
22_37,arhgdia,22,0.134859076255,0.134859076255,0.315919054603,3h
22_38,arhgdia,22,0.126396090945,0.126396090945,0.321750569033,3h
22_39,arhgdia,22,0.126396090945,0.126396090945,0.321750569033,3h
22_40,arhgdia,22,0.12522749727,0.12522749727,0.323670009464,3h
22_41,arhgdia,22,0.124431642038,0.124431642038,0.324289283637,3h
22_42,arhgdia,22,0.116778420433,0.116778420433,0.326339755267,3h
22_43,arhgdia,22,0.116778420433,0.116778420433,0.326339755267,3h
22_44,arhgdia,22,0.114883781824,0.114883781824,0.327646981952,3h
22_45,arhgdia,22,0.114883781824,0.114883781824,0.327646981952,3h
22_46,arhgdia,22,0.119324262724,0.119324262724,0.337725732368,3h
22_47,arhgdia,22,0.119324262724,0.119324262724,0.337725732368,3h
22_48,arhgdia,22,0.130830670927,0.130830670927,0.329563191578,3h
22_49,arhgdia,22,0.129685840406,0.129685840406,0.333894717333,3h
22_50,arhgdia,22,0.129685840406,0.129685840406,0.333894717333,3h
22_51,arhgdia,22,0.127728031786,0.127728031786,0.343148765215,3h
22_52,arhgdia,22,0.127728031786,0.127728031786,0.343148765215,3h
22_53,arhgdia,22,0.120664870577,0.120664870577,0.345367470089,3h
22_54,arhgdia,22,0.125628911523,0.125628911523,0.346106421826,3h
22_55,arhgdia,22,0.125628911523,0.125628911523,0.346106421826,3h
22_56,arhgdia,22,0.123575865623,0.123575865623,0.358260847763,3h
22_57,arhgdia,22,0.123575865623,0.123575865623,0.358260847763,3h
22_58,arhgdia,22,0.12236805811,0.12236805811,0.359552580078,3h
22_59,arhgdia,22,0.127238131742,0.127238131742,0.354639164656,3h
22_60,arhgdia,22,0.131738894663,0.131738894663,0.353912901693,3h
22_61,arhgdia,22,0.131738894663,0.131738894663,0.353912901693,3h
22_62,arhgdia,22,0.129529822628,0.129529822628,0.35825828369,3h
22_63,arhgdia,22,0.129529822628,0.129529822628,0.35825828369,3h
22_64,arhgdia,22,0.128396828892,0.128396828892,0.35785095658,3h
22_65,arhgdia,22,0.12788652196,0.12788652196,0.362405253874,3h
22_66,arhgdia,22,0.127083732933,0.127083732933,0.367515802657,3h
22_67,arhgdia,22,0.127083732933,0.127083732933,0.367515802657,3h
22_68,arhgdia,22,0.131597162139,0.131597162139,0.367511106155,3h
22_69,arhgdia,22,0.131597162139,0.131597162139,0.367511106155,3h
22_70,arhgdia,22,0.131011137239,0.131011137239,0.367385336024,3h
22_71,arhgdia,22,0.131011137239,0.131011137239,0.367385336024,3h
22_72,arhgdia,22,0.124883266649,0.124883266649,0.379950602272,3h
22_73,arhgdia,22,0.124151456046,0.124151456046,0.38938789076,3h
22_74,arhgdia,22,0.124151456046,0.124151456046,0.38938789076,3h
22_75,arhgdia,22,0.123915039403,0.123915039403,0.394620300953,3h
22_76,arhgdia,22,0.123915039403,0.123915039403,0.394620300953,3h
22_77,arhgdia,22,0.134646763379,0.134646763379,0.376294498027,3h
22_78,arhgdia,22,0.134646763379,0.134646763379,0.376294498027,3h
22_79,arhgdia,22,0.134801419164,0.134801419164,0.376027160423,3h
22_80,arhgdia,22,0.135190194205,0.135190194205,0.378338270573,3h
22_81,arhgdia,22,0.135190194205,0.135190194205,0.378338270573,3h
22_82,arhgdia,22,0.135824139084,0.135824139084,0.379879016701,3h
22_83,arhgdia,22,0.135824139084,0.135824139084,0.379879016701,3h
22_84,arhgdia,22,0.136803408914,0.136803408914,0.380281432285,3h
22_85,arhgdia,22,0.136803408914,0.136803408914,0.380281432285,3h
22_86,arhgdia,22,0.137690322244,0.137690322244,0.374932377758,3h
22_87,arhgdia,22,0.138728361659,0.138728361659,0.374056267051,3h
22_88,arhgdia,22,0.138728361659,0.138728361659,0.374056267051,3h
22_89,arhgdia,22,0.13984632902,0.13984632902,0.361968651566,3h
22_90,arhgdia,22,0.13984632902,0.13984632902,0.361968651566,3h
23_1,arhgdia,23,0.106045253412,0.106045253412,0.168006714224,3h
23_2,arhgdia,23,0.0942466772005,0.0942466772005,0.167867783354,3h
23_3,arhgdia,23,0.0942116510267,0.0942116510267,0.167787812667,3h
23_4,arhgdia,23,0.094173152293,0.094173152293,0.167768689711,3h
23_5,arhgdia,23,0.105817038329,0.105817038329,0.165526419382,3h
23_6,arhgdia,23,0.105603488178,0.105603488178,0.169629312362,3h
23_7,arhgdia,23,0.0936859027662,0.0936859027662,0.171989030606,3h
23_8,arhgdia,23,0.0936167069816,0.0936167069816,0.172060886841,3h
23_9,arhgdia,23,0.0934579439252,0.0934579439252,0.172339736342,3h
23_10,arhgdia,23,0.093310021165,0.093310021165,0.174574824067,3h
23_11,arhgdia,23,0.0932345206789,0.0932345206789,0.174600147146,3h
23_12,arhgdia,23,0.093024109207,0.093024109207,0.175052637041,3h
23_13,arhgdia,23,0.0928588435686,0.0928588435686,0.177433459725,3h
23_14,arhgdia,23,0.0924963056209,0.0924963056209,0.177819151528,3h
23_15,arhgdia,23,0.0924963056209,0.0924963056209,0.177819151528,3h
23_16,arhgdia,23,0.0922740922741,0.0922740922741,0.178040641617,3h
23_17,arhgdia,23,0.0919410996663,0.0919410996663,0.180435696057,3h
23_18,arhgdia,23,0.0919410996663,0.0919410996663,0.180435696057,3h
23_19,arhgdia,23,0.0912510573964,0.0912510573964,0.180670091312,3h
23_20,arhgdia,23,0.0907220184307,0.0907220184307,0.180804320444,3h
23_21,arhgdia,23,0.0907220184307,0.0907220184307,0.180804320444,3h
23_22,arhgdia,23,0.0896504164235,0.0896504164235,0.180957940014,3h
23_23,arhgdia,23,0.0889348863317,0.0889348863317,0.181052171399,3h
23_24,arhgdia,23,0.0883829579527,0.0883829579527,0.181206204495,3h
23_25,arhgdia,23,0.0877086757201,0.0877086757201,0.181243243293,3h
23_26,arhgdia,23,0.0864892528147,0.0864892528147,0.181235358704,3h
23_27,arhgdia,23,0.0864892528147,0.0864892528147,0.181235358704,3h
23_28,arhgdia,23,0.0958371839032,0.0958371839032,0.179395457781,3h
23_29,arhgdia,23,0.0958371839032,0.0958371839032,0.179395457781,3h
23_30,arhgdia,23,0.0838127355683,0.0838127355683,0.179521111022,3h
23_31,arhgdia,23,0.0830997688941,0.0830997688941,0.179666880616,3h
23_32,arhgdia,23,0.0822931714522,0.0822931714522,0.180136107765,3h
23_33,arhgdia,23,0.101512069325,0.101512069325,0.175118861878,3h
23_34,arhgdia,23,0.101512069325,0.101512069325,0.175118861878,3h
23_35,arhgdia,23,0.110092069107,0.110092069107,0.172619989137,3h
23_36,arhgdia,23,0.110092069107,0.110092069107,0.172619989137,3h
23_37,arhgdia,23,0.108341751496,0.108341751496,0.172090491454,3h
23_38,arhgdia,23,0.108341751496,0.108341751496,0.172090491454,3h
23_39,arhgdia,23,0.116078515172,0.116078515172,0.170226260455,3h
23_40,arhgdia,23,0.114738763748,0.114738763748,0.17041135643,3h
23_41,arhgdia,23,0.123305046695,0.123305046695,0.16838650274,3h
23_42,arhgdia,23,0.121858776198,0.121858776198,0.168515260018,3h
23_43,arhgdia,23,0.119269076538,0.119269076538,0.167182856696,3h
23_44,arhgdia,23,0.119269076538,0.119269076538,0.167182856696,3h
23_45,arhgdia,23,0.117777190073,0.117777190073,0.166079824699,3h
23_46,arhgdia,23,0.115211159278,0.115211159278,0.166040132871,3h
23_47,arhgdia,23,0.115211159278,0.115211159278,0.166040132871,3h
23_48,arhgdia,23,0.103825360419,0.103825360419,0.166113771679,3h
23_49,arhgdia,23,0.102068206525,0.102068206525,0.166235819951,3h
23_50,arhgdia,23,0.102068206525,0.102068206525,0.166235819951,3h
23_51,arhgdia,23,0.107662302023,0.107662302023,0.163838861347,3h
23_52,arhgdia,23,0.105596570154,0.105596570154,0.162246883215,3h
23_53,arhgdia,23,0.103414839268,0.103414839268,0.162613721694,3h
23_54,arhgdia,23,0.102296431498,0.102296431498,0.16182250514,3h
23_55,arhgdia,23,0.1076511484,0.1076511484,0.159352125911,3h
23_56,arhgdia,23,0.120055410189,0.120055410189,0.155258234074,3h
23_57,arhgdia,23,0.123528096587,0.123528096587,0.156402825993,3h
23_58,arhgdia,23,0.123528096587,0.123528096587,0.156402825993,3h
23_59,arhgdia,23,0.127767884144,0.127767884144,0.155715688065,3h
23_60,arhgdia,23,0.124831752076,0.124831752076,0.156749825049,3h
23_61,arhgdia,23,0.121240301839,0.121240301839,0.154576927392,3h
23_62,arhgdia,23,0.121240301839,0.121240301839,0.154576927392,3h
23_63,arhgdia,23,0.124932560022,0.124932560022,0.150337710879,3h
23_64,arhgdia,23,0.115779270867,0.115779270867,0.149464423703,3h
23_65,arhgdia,23,0.113184240031,0.113184240031,0.150491159123,3h
23_66,arhgdia,23,0.112582160551,0.112582160551,0.150744772427,3h
23_67,arhgdia,23,0.116318102782,0.116318102782,0.148193781118,3h
23_68,arhgdia,23,0.113804982704,0.113804982704,0.149297430592,3h
23_69,arhgdia,23,0.111360042172,0.111360042172,0.152238402875,3h
23_70,arhgdia,23,0.109118713185,0.109118713185,0.153462936476,3h
23_71,arhgdia,23,0.109118713185,0.109118713185,0.153462936476,3h
23_72,arhgdia,23,0.101406309726,0.101406309726,0.160150542748,3h
23_73,arhgdia,23,0.0994247614067,0.0994247614067,0.161487658025,3h
23_74,arhgdia,23,0.108464974585,0.108464974585,0.159066216294,3h
23_75,arhgdia,23,0.108464974585,0.108464974585,0.159066216294,3h
23_76,arhgdia,23,0.106628193588,0.106628193588,0.164025767251,3h
23_77,arhgdia,23,0.115050418365,0.115050418365,0.139324979285,3h
23_78,arhgdia,23,0.113767104844,0.113767104844,0.0885415140251,3h
23_79,arhgdia,23,0.112105910637,0.112105910637,0.0889481021277,3h
23_80,arhgdia,23,0.112105910637,0.112105910637,0.0889481021277,3h
23_81,arhgdia,23,0.115596450324,0.115596450324,0.0951494621859,3h
23_82,arhgdia,23,0.129082420036,0.129082420036,0.0954213940649,3h
23_83,arhgdia,23,0.127522985481,0.127522985481,0.0917653105308,3h
23_84,arhgdia,23,0.12625372574,0.12625372574,0.0880826762075,3h
23_85,arhgdia,23,0.12625372574,0.12625372574,0.0880826762075,3h
23_86,arhgdia,23,0.12977914129,0.12977914129,0.0883240507741,3h
23_87,arhgdia,23,0.142850166048,0.142850166048,0.0885532993615,3h
23_88,arhgdia,23,0.146562399755,0.146562399755,0.094626540088,3h
23_89,arhgdia,23,0.146205739206,0.146205739206,0.0946126083079,3h
23_90,arhgdia,23,0.145095714982,0.145095714982,0.0966822513232,3h
24_1,arhgdia,24,0.0825345766155,,0.251914214389,3h
24_2,arhgdia,24,0.200653440365,,0.227642382458,3h
24_3,arhgdia,24,0.202723509697,,0.224645247414,3h
24_4,arhgdia,24,0.202723509697,,0.224645247414,3h
24_5,arhgdia,24,0.200202034966,,0.21926189951,3h
24_6,arhgdia,24,0.19825215475,,0.211678288175,3h
24_7,arhgdia,24,0.193774118977,,0.214911078258,3h
24_8,arhgdia,24,0.192246704539,,0.216115900446,3h
24_9,arhgdia,24,0.192246704539,,0.216115900446,3h
24_10,arhgdia,24,0.191343510263,,0.211236209,3h
24_11,arhgdia,24,0.196328996283,,0.206183020274,3h
24_12,arhgdia,24,0.192787481441,,0.202975279007,3h
24_13,arhgdia,24,0.189546023057,,0.202752504523,3h
24_14,arhgdia,24,0.183624131905,,0.202399399404,3h
24_15,arhgdia,24,0.180736185488,,0.207047796019,3h
24_16,arhgdia,24,0.180863906719,,0.195769315398,3h
24_17,arhgdia,24,0.178263571941,,0.193846500722,3h
24_18,arhgdia,24,0.175737567052,,0.196785545994,3h
24_19,arhgdia,24,0.178803833412,,0.190682289637,3h
24_20,arhgdia,24,0.174639619087,,0.191306327317,3h
24_21,arhgdia,24,0.174639619087,,0.191306327317,3h
24_22,arhgdia,24,0.176531227311,,0.114485510546,3h
24_23,arhgdia,24,0.176639312428,,0.115556193137,3h
24_24,arhgdia,24,0.173868312757,,0.116656411526,3h
24_25,arhgdia,24,0.168222695133,,0.122647612624,3h
24_26,arhgdia,24,0.168448572947,,0.126305968493,3h
24_27,arhgdia,24,0.165566290683,,0.126457017789,3h
24_28,arhgdia,24,0.162922973103,,0.122800790551,3h
24_29,arhgdia,24,0.165739487509,,0.11925022873,3h
24_30,arhgdia,24,0.159672786741,,0.120656269174,3h
24_31,arhgdia,24,0.165076771923,,0.116617856551,3h
24_32,arhgdia,24,0.165076771923,,0.116617856551,3h
24_33,arhgdia,24,0.161774828037,,0.117993150063,3h
24_34,arhgdia,24,0.161158488407,,0.119769673225,3h
24_35,arhgdia,24,0.163400429718,,0.118378626888,3h
24_36,arhgdia,24,0.162758451342,,0.11989518411,3h
24_37,arhgdia,24,0.159262250942,,0.121441012031,3h
24_38,arhgdia,24,0.159262250942,,0.121441012031,3h
24_39,arhgdia,24,0.16111856953,,0.119534233432,3h
24_40,arhgdia,24,0.166071880649,,0.119622720551,3h
24_41,arhgdia,24,0.159686980585,,0.121104729124,3h
24_42,arhgdia,24,0.159408634179,,0.121665070861,3h
24_43,arhgdia,24,0.158704792282,,0.119816678393,3h
24_44,arhgdia,24,0.15815379429,,0.126410432137,3h
24_45,arhgdia,24,0.15193800646,,0.133756081715,3h
24_46,arhgdia,24,0.151611535199,,0.138698480598,3h
24_47,arhgdia,24,0.151611535199,,0.138698480598,3h
24_48,arhgdia,24,0.142946994014,,0.140862767495,3h
24_49,arhgdia,24,0.142686427579,,0.142336750408,3h
24_50,arhgdia,24,0.142686427579,,0.142336750408,3h
24_51,arhgdia,24,0.142299504726,,0.144620226179,3h
24_52,arhgdia,24,0.13384660144,,0.14607797005,3h
24_53,arhgdia,24,0.130777398983,,0.154035813488,3h
24_54,arhgdia,24,0.130777398983,,0.154035813488,3h
24_55,arhgdia,24,0.130591008023,,0.156391680821,3h
24_56,arhgdia,24,0.127809458833,,0.163378274449,3h
24_57,arhgdia,24,0.127767792801,,0.164379363819,3h
24_58,arhgdia,24,0.127725058532,,0.165773805164,3h
24_59,arhgdia,24,0.127719034204,,0.168200486904,3h
24_60,arhgdia,24,0.127719034204,,0.168200486904,3h
24_61,arhgdia,24,0.119612401771,,0.166220441861,3h
24_62,arhgdia,24,0.116969700872,,0.167493855387,3h
24_63,arhgdia,24,0.111628911066,,0.173184862414,3h
24_64,arhgdia,24,0.109026630884,,0.174457362512,3h
24_65,arhgdia,24,0.109159963484,,0.175625171497,3h
24_66,arhgdia,24,0.106618741346,,0.175924630891,3h
24_67,arhgdia,24,0.106900034168,,0.177971428926,3h
24_68,arhgdia,24,0.10709782392,,0.185244451016,3h
24_69,arhgdia,24,0.101785574761,,0.186466914297,3h
24_70,arhgdia,24,0.102034933054,,0.186536414772,3h
24_71,arhgdia,24,0.0970376316803,,0.187792376221,3h
24_72,arhgdia,24,0.0970376316803,,0.187792376221,3h
24_73,arhgdia,24,0.0864293255906,,0.190071437474,3h
24_74,arhgdia,24,0.0867583286229,,0.197554604066,3h
24_75,arhgdia,24,0.0870258070803,,0.211016011058,3h
24_76,arhgdia,24,0.0874453084315,,0.212413129484,3h
24_77,arhgdia,24,0.0911206764857,,0.209514588055,3h
24_78,arhgdia,24,0.0911206764857,,0.209514588055,3h
24_79,arhgdia,24,0.0806392976269,,0.210397403633,3h
24_80,arhgdia,24,0.0783830272603,,0.211548801509,3h
24_81,arhgdia,24,0.0729703029577,,0.212366807622,3h
24_82,arhgdia,24,0.0736634229576,,0.213521405812,3h
24_83,arhgdia,24,0.0804497049766,,0.21093850552,3h
24_84,arhgdia,24,0.0819598517071,,0.219624557771,3h
24_85,arhgdia,24,0.0819598517071,,0.219624557771,3h
24_86,arhgdia,24,0.0799917471722,,0.221018766189,3h
24_87,arhgdia,24,0.0784926925935,,0.230015856802,3h
24_88,arhgdia,24,0.0796360428646,,0.231282293446,3h
24_89,arhgdia,24,0.0796360428646,,0.231282293446,3h
24_90,arhgdia,24,0.0813029511528,,0.227253976332,3h
25_1,arhgdia,25,0.215071657922,,0.288640381711,3h
25_2,arhgdia,25,0.476270995378,,0.105221771922,3h
25_3,arhgdia,25,0.472248786001,,0.105367865832,3h
25_4,arhgdia,25,0.457284634576,,0.111013806771,3h
25_5,arhgdia,25,0.432516163793,,0.127614624895,3h
25_6,arhgdia,25,0.422031076582,,0.128045809474,3h
25_7,arhgdia,25,0.420229793072,,0.125718332223,3h
25_8,arhgdia,25,0.408556515642,,0.131238070881,3h
25_9,arhgdia,25,0.400258722895,,0.129351817768,3h
25_10,arhgdia,25,0.399273307915,,0.126992244675,3h
25_11,arhgdia,25,0.373327442565,,0.132929658717,3h
25_12,arhgdia,25,0.373327442565,,0.132929658717,3h
25_13,arhgdia,25,0.378471185428,,0.130427586001,3h
25_14,arhgdia,25,0.36733256051,,0.130960409096,3h
25_15,arhgdia,25,0.358907386613,,0.141866297934,3h
25_16,arhgdia,25,0.35734935729,,0.142213712735,3h
25_17,arhgdia,25,0.337822988656,,0.158165375864,3h
25_18,arhgdia,25,0.337822988656,,0.158165375864,3h
25_19,arhgdia,25,0.306486271933,,0.1791408491,3h
25_20,arhgdia,25,0.300942103,,0.177198566082,3h
25_21,arhgdia,25,0.290372889719,,0.179101920596,3h
25_22,arhgdia,25,0.285574398392,,0.184069180728,3h
25_23,arhgdia,25,0.281688335,,0.183866151973,3h
25_24,arhgdia,25,0.281688335,,0.183866151973,3h
25_25,arhgdia,25,0.277878494034,,0.180186867054,3h
25_26,arhgdia,25,0.285806747954,,0.17653739161,3h
25_27,arhgdia,25,0.288478250074,,0.176353150369,3h
25_28,arhgdia,25,0.286580803762,,0.176367822818,3h
25_29,arhgdia,25,0.284936238045,,0.181217364578,3h
25_30,arhgdia,25,0.284936238045,,0.181217364578,3h
25_31,arhgdia,25,0.288560045532,,0.182322546073,3h
25_32,arhgdia,25,0.289593720165,,0.18221477229,3h
25_33,arhgdia,25,0.291861921306,,0.174909960453,3h
25_34,arhgdia,25,0.301085853706,,0.174744566075,3h
25_35,arhgdia,25,0.300275852654,,0.17471578947,3h
25_36,arhgdia,25,0.294731988935,,0.171766596261,3h
25_37,arhgdia,25,0.294731988935,,0.171766596261,3h
25_38,arhgdia,25,0.278957119534,,0.185684706919,3h
25_39,arhgdia,25,0.273609267817,,0.194881276546,3h
25_40,arhgdia,25,0.273124501197,,0.199477858732,3h
25_41,arhgdia,25,0.273070017953,,0.195464129888,3h
25_42,arhgdia,25,0.272669689026,,0.195422429424,3h
25_43,arhgdia,25,0.272424416105,,0.195538663184,3h
25_44,arhgdia,25,0.272424416105,,0.195538663184,3h
25_45,arhgdia,25,0.277219946713,,0.195725237075,3h
25_46,arhgdia,25,0.277087722088,,0.191759886516,3h
25_47,arhgdia,25,0.28200462459,,0.19198691218,3h
25_48,arhgdia,25,0.271930870083,,0.201264411086,3h
25_49,arhgdia,25,0.271930870083,,0.201264411086,3h
25_50,arhgdia,25,0.277076709062,,0.197223328044,3h
25_51,arhgdia,25,0.282208686525,,0.197339037784,3h
25_52,arhgdia,25,0.277299342079,,0.197574951873,3h
25_53,arhgdia,25,0.272498168615,,0.20228132413,3h
25_54,arhgdia,25,0.272710972986,,0.202400630293,3h
25_55,arhgdia,25,0.272647965647,,0.207305048406,3h
25_56,arhgdia,25,0.272850126768,,0.207752524361,3h
25_57,arhgdia,25,0.267978953415,,0.212861438089,3h
25_58,arhgdia,25,0.26867990785,,0.208614541829,3h
25_59,arhgdia,25,0.2682464701,,0.208739377092,3h
25_60,arhgdia,25,0.268493057609,,0.213737965123,3h
25_61,arhgdia,25,0.27378876124,,0.214239172942,3h
25_62,arhgdia,25,0.26915140831,,0.223964421562,3h
25_63,arhgdia,25,0.26915140831,,0.223964421562,3h
25_64,arhgdia,25,0.269555325501,,0.224537191206,3h
25_65,arhgdia,25,0.264856219761,,0.229445957352,3h
25_66,arhgdia,25,0.265101238024,,0.229550275899,3h
25_67,arhgdia,25,0.265652583976,,0.229719716202,3h
25_68,arhgdia,25,0.266371910312,,0.229991202362,3h
25_69,arhgdia,25,0.261695693362,,0.234533786049,3h
25_70,arhgdia,25,0.256936786456,,0.239161409889,3h
25_71,arhgdia,25,0.257324876971,,0.238765405636,3h
25_72,arhgdia,25,0.253004318071,,0.247590890246,3h
25_73,arhgdia,25,0.253004318071,,0.247590890246,3h
25_74,arhgdia,25,0.259217296696,,0.246746356022,3h
25_75,arhgdia,25,0.259217296696,,0.246746356022,3h
25_76,arhgdia,25,0.260390987082,,0.245809459385,3h
25_77,arhgdia,25,0.25086797681,,0.253639871082,3h
25_78,arhgdia,25,0.25086797681,,0.253639871082,3h
25_79,arhgdia,25,0.252121734518,,0.261241009313,3h
25_80,arhgdia,25,0.252121734518,,0.261241009313,3h
25_81,arhgdia,25,0.248185658579,,0.268137196594,3h
25_82,arhgdia,25,0.249581046546,,0.266979420047,3h
25_83,arhgdia,25,0.249581046546,,0.266979420047,3h
25_84,arhgdia,25,0.240374484799,,0.277591371641,3h
25_85,arhgdia,25,0.241106076106,,0.280401305778,3h
25_86,arhgdia,25,0.225646612016,,0.291887235682,3h
25_87,arhgdia,25,0.226705561707,,0.290914126103,3h
25_88,arhgdia,25,0.217534947182,,0.296658125193,3h
25_89,arhgdia,25,0.218621177363,,0.29426416589,3h
25_90,arhgdia,25,0.213912016202,,0.291309965464,3h
26_1,arhgdia,26,0.05562851529,0.05562851529,0.0347600241878,3h
26_2,arhgdia,26,0.0574280104712,0.0574280104712,0.0341068669513,3h
26_3,arhgdia,26,0.0591859061164,0.0591859061164,0.0337698872869,3h
26_4,arhgdia,26,0.0567746334471,0.0567746334471,0.0378041345281,3h
26_5,arhgdia,26,0.0564301237678,0.0564301237678,0.0373013660786,3h
26_6,arhgdia,26,0.0561438766303,0.0561438766303,0.0368876563876,3h
26_7,arhgdia,26,0.0537895035794,0.0537895035794,0.0406310422563,3h
26_8,arhgdia,26,0.0537895035794,0.0537895035794,0.0406310422563,3h
26_9,arhgdia,26,0.0536143088627,0.0536143088627,0.0401539193753,3h
26_10,arhgdia,26,0.0511512770264,0.0511512770264,0.043590558224,3h
26_11,arhgdia,26,0.0529673275729,0.0529673275729,0.0430575902184,3h
26_12,arhgdia,26,0.0526804611519,0.0526804611519,0.0425678675595,3h
26_13,arhgdia,26,0.0564933080342,0.0564933080342,0.0381781344884,3h
26_14,arhgdia,26,0.0560404994852,0.0560404994852,0.0376171120184,3h
26_15,arhgdia,26,0.0557654113033,0.0557654113033,0.0371992796513,3h
26_16,arhgdia,26,0.0535791448003,0.0535791448003,0.0402992369902,3h
26_17,arhgdia,26,0.053419237013,0.053419237013,0.0401380602045,3h
26_18,arhgdia,26,0.0531975252988,0.0531975252988,0.0396799571691,3h
26_19,arhgdia,26,0.0548904974016,0.0548904974016,0.0396265862373,3h
26_20,arhgdia,26,0.058422881796,0.058422881796,0.0390529592973,3h
26_21,arhgdia,26,0.0583386263842,0.0583386263842,0.041840666134,3h
26_22,arhgdia,26,0.0616323454329,0.0616323454329,0.0412476635315,3h
26_23,arhgdia,26,0.0616323454329,0.0616323454329,0.0412476635315,3h
26_24,arhgdia,26,0.0612420540851,0.0612420540851,0.0406390243616,3h
26_25,arhgdia,26,0.0629325649976,0.0629325649976,0.0402507167271,3h
26_26,arhgdia,26,0.0663564919796,0.0663564919796,0.0396766701235,3h
26_27,arhgdia,26,0.0661207096993,0.0661207096993,0.0393407042602,3h
26_28,arhgdia,26,0.0678813808944,0.0678813808944,0.0391269027349,3h
26_29,arhgdia,26,0.0695602195194,0.0695602195194,0.0388195111353,3h
26_30,arhgdia,26,0.0711155537313,0.0711155537313,0.0382925206448,3h
26_31,arhgdia,26,0.0672310756972,0.0672310756972,0.0432235686789,3h
26_32,arhgdia,26,0.0652871678798,0.0652871678798,0.0455171232202,3h
26_33,arhgdia,26,0.065187204279,0.065187204279,0.045091267098,3h
26_34,arhgdia,26,0.0650478447151,0.0650478447151,0.0443643186439,3h
26_35,arhgdia,26,0.0649836231748,0.0649836231748,0.0439764110401,3h
26_36,arhgdia,26,0.0612356490957,0.0612356490957,0.0483817903347,3h
26_37,arhgdia,26,0.0629806301132,0.0629806301132,0.0475612372725,3h
26_38,arhgdia,26,0.0629210431796,0.0629210431796,0.0471576657833,3h
26_39,arhgdia,26,0.0610162593324,0.0610162593324,0.0489989808029,3h
26_40,arhgdia,26,0.0609119425416,0.0609119425416,0.0482112682257,3h
26_41,arhgdia,26,0.0608511523567,0.0608511523567,0.0478420284933,3h
26_42,arhgdia,26,0.0607949012369,0.0607949012369,0.0474736853266,3h
26_43,arhgdia,26,0.0625907744147,0.0625907744147,0.0488111103801,3h
26_44,arhgdia,26,0.064409976305,0.064409976305,0.0484789991008,3h
26_45,arhgdia,26,0.0662550711338,0.0662550711338,0.0481171146382,3h
26_46,arhgdia,26,0.0681669525277,0.0681669525277,0.0474592562598,3h
26_47,arhgdia,26,0.0681669525277,0.0681669525277,0.0474592562598,3h
26_48,arhgdia,26,0.0682761180992,0.0682761180992,0.0468336132882,3h
26_49,arhgdia,26,0.0683652971498,0.0683652971498,0.0484842943883,3h
