,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0,0.0164042277826,0.0,0.0,0.0,0.0155840163934,0.0,0.0103205406579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338062399442,0.0151301130033,0.025135510312,0.0,0.0,0.017709109538,0.0,0.0255475678581,0.0243500256148,0.0685942763842,0.0,0.0,0.0,0.0,0.0,0.0,0.0290444133546,0.0216444672131,0.0657991803279,0.0,0.0389600409836,0.0338782965075,0.0278286007026,0.0,0.0283090715927,0.0501287197422,0.035418219076,0.0,0.0,0.0268689937818,0.0278286007026,0.0893854468017,0.0610070040606,0.0311680327869,0.101296106557,0.0371048009368,0.129866803279,0.0,0.0745901639344,0.0932513633185,0.0197266030297,0.0,0.0399590163934,0.0,0.0,0.11987704918,0.0421189632255,0.075997259733,0.0283345752608
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127772177419,0.0,0.0,0.0,0.0,0.0,0.235090125392,0.114809782609,0.0,0.0,0.0,0.0,0.348547345768,0.155330882353,0.0,0.0,0.0,0.0,0.0,0.0,0.168550531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887605042017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25762195122,0.0,0.0,0.0,0.0,0.0,0.0,0.157649253731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428912018048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0195964749536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040009469697,0.0,0.0342938311688,0.0,0.0,0.0,0.0,0.0246212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523760330579,0.106960848842,0.0,0.0,0.0,0.0,0.0,0.0347070098576,0.0543524871355,0.0,0.050538277512,0.0,0.0,0.0758074162679,0.0488251155624,0.0,0.0702605321508,0.0423629679144,0.0553977272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685876623377,0.0993338557994,0.161957373586,0.0702605321508,0.0,0.0
4,0.0139753048168,0.0278846543812,0.0,0.0,0.0,0.0,0.0,0.00634342052582,0.0,0.0153657448707,0.00857036602957,0.0,0.0,0.0,0.00767251815981,0.0219451217887,0.0494392593151,0.0,0.0,0.040280720339,0.0,0.0,0.0,0.0163016507453,0.0439033309575,0.0590499297716,0.0,0.0,0.0,0.0,0.00982456593634,0.0182205149502,0.0916662850448,0.088913449207,0.0,0.0,0.035043274432,0.0,0.0406741828087,0.0538785754798,0.0106001895629,0.0512600829549,0.0127875302663,0.0,0.0,0.0,0.0226933635713,0.0262588856806,0.0973221143256,0.0452115053146,0.0,0.0537076271186,0.0,0.0,0.0301823324669,0.07884100332,0.0709026641597,0.0578636045605,0.0361493644068,0.0,0.0,0.0503509004237,0.0,0.0175133566691
5,0.0433640943122,0.0,0.0,0.0,0.0,0.0,0.0135279811098,0.0321330972835,0.0156824192423,0.0065,0.0,0.0223676470588,0.0,0.0,0.0,0.0473485533964,0.0109145833333,0.0226395519077,0.0,0.0578164275466,0.0169,0.0,0.0,0.0,0.0,0.0154452061856,0.0,0.0230454545455,0.0190125,0.026224137931,0.00916265060241,0.00580534351145,0.0319338296104,0.0379209343434,0.0,0.0,0.0,0.0,0.0207717391304,0.0147538425492,0.0534451948052,0.0313224994876,0.0543214285714,0.0,0.0391028345419,0.0,0.0485067015364,0.0842047905939,0.0490997542998,0.03042,0.0,0.0,0.0195,0.0,0.0425544137466,0.0242916247485,0.0683133116883,0.0295367647059,0.0345681818182,0.0,0.0281666666667,0.0,0.0,0.0
6,0.0151457364964,0.00672413793103,0.00996886195701,0.0258289666441,0.0302597061034,0.00950149925037,0.0,0.0,0.0,0.0,0.0139743138635,0.0,0.0,0.0298350648454,0.0228884021104,0.0,0.0,0.0,0.00704949944383,0.0,0.0,0.0,0.0159903280067,0.0,0.03129250075,0.0,0.0,0.0,0.0,0.0,0.024819273399,0.00668983110486,0.0194337552235,0.0169069560048,0.0,0.0,0.0,0.0100862068966,0.0,0.00819504310345,0.133964959902,0.0262491977353,0.024819273399,0.031869612069,0.0347218551003,0.0123698763826,0.0,0.0,0.0807407588667,0.0904588083028,0.0415107948141,0.0364505392092,0.0163900862069,0.0139490095378,0.0252155172414,0.0344834847569,0.075731745585,0.0650338049561,0.0338208128079,0.0726601978389,0.0602149209486,0.0845442365248,0.0,0.0
7,0.0193453948701,0.00827782131661,0.0,0.0295803031354,0.0,0.0,0.0,0.0,0.0208841103249,0.0360076458394,0.0,0.0,0.0,0.011876874063,0.0121408045977,0.0,0.0,0.0317565359477,0.0,0.0,0.0,0.0120073891626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207183572349,0.0300773326572,0.0,0.0475074962519,0.0376783590963,0.0,0.0,0.0,0.0547705470573,0.052004195095,0.0156096059113,0.0,0.0,0.0485632183908,0.0,0.0227640086207,0.0153897523069,0.0445988740324,0.0170730064655,0.0988608374384,0.0,0.100361761084,0.0237537481259,0.0539673570227,0.0545335591133,0.0921063702842,0.0218534482759,0.0,0.153394396552,0.118714319676,0.0280172413793,0.0,0.0764649605885
8,0.0,0.00751957759848,0.0134802183778,0.0106286337209,0.0106286337209,0.0,0.0,0.0,0.0179961782796,0.0094476744186,0.011885783946,0.0,0.0,0.0,0.0,0.0,0.0177917969513,0.0243410500992,0.0384908378322,0.0212572674419,0.0,0.0,0.0208561869241,0.0,0.0483628450216,0.0,0.0136466408269,0.0134802183778,0.0,0.0298750785669,0.0,0.0,0.0332191095738,0.0409317082105,0.0810352801268,0.0,0.0,0.0,0.0353075941112,0.0,0.0596049452384,0.0936641275233,0.0575204084808,0.0172715297965,0.0,0.0,0.0315822259136,0.116506066011,0.0561514169187,0.0381618563123,0.0193925948592,0.0212572674419,0.0636237845155,0.0,0.0,0.0,0.0,0.0221075581395,0.0,0.0532789583502,0.103662879325,0.0,0.0368459302326,0.0
9,0.0,0.0,0.0,0.0114754345727,0.0552287364007,0.0113711124402,0.0,0.0,0.0240542763158,0.0166776315789,0.0,0.0,0.0,0.0,0.0,0.0301797257497,0.049542376161,0.0,0.0,0.0,0.0,0.0,0.0,0.0164581890582,0.0,0.0255269871106,0.0245259287926,0.012634569378,0.0422094789003,0.0,0.0145444461444,0.0164581890582,0.0,0.0357377819549,0.0,0.0,0.0192434210526,0.0,0.0352414238722,0.0255269871106,0.069976076555,0.0,0.0266132418813,0.0599400786095,0.0,0.04570154144,0.0392414860681,0.0831942319461,0.0735777863777,0.0,0.0,0.0,0.0411876731302,0.0787775770706,0.0236004220457,0.0329163781163,0.0,0.0,0.0,0.0255269871106,0.0562238337321,0.0946947999713,0.0915235879332,0.145300406347
10,0.0,0.0141905508285,0.0,0.00979823747681,0.0,0.0108296308954,0.0,0.00582348076452,0.0178924336533,0.0,0.0274350649351,0.0,0.0,0.0,0.0104625247634,0.0,0.0192902800325,0.0,0.0224468713105,0.0,0.0,0.0414244956365,0.0,0.0,0.0,0.0212858262427,0.0,0.0316766703691,0.0,0.0171469155844,0.0,0.0,0.0293947124304,0.0224468713105,0.0,0.0705911620847,0.0386655184796,0.0169120263298,0.0166834854335,0.0,0.0324888926863,0.102538555195,0.0,0.0216592617908,0.0651543703494,0.0386655184796,0.0141905508285,0.0617984569877,0.0715847702717,0.0,0.0751198206555,0.0216592617908,0.0,0.0738210569694,0.04189824412,0.0,0.0457251082251,0.0425716524854,0.0649777853725,0.0308644480519,0.0257203733766,0.089787485242,0.0,0.0
