,Gene,Image,MTOC,MTOC leading edge,Non MTOC1,Non MTOC2,Non MTOC3,timepoint
20_30,arhgdia_nocodazole,20,1.0742147849540324,,1.2142032938214622,1.457403669894643,1.346601296327073,5h
20_31,arhgdia_nocodazole,20,1.047215154085383,,1.2354573593766676,1.4528305369437213,1.3604499853083154,5h
20_32,arhgdia_nocodazole,20,1.0256694265223048,,1.2515543061036922,1.4507819771996273,1.3704016913319235,5h
20_33,arhgdia_nocodazole,20,1.0256694265223048,,1.2515543061036922,1.4507819771996273,1.3704016913319235,5h
20_34,arhgdia_nocodazole,20,1.0019205280099541,,1.1831705758875604,1.4928054240285937,1.3819127616935996,5h
20_35,arhgdia_nocodazole,20,0.9784704794611013,,1.2850402442409101,1.4923792420684254,1.1935040384945865,5h
20_36,arhgdia_nocodazole,20,0.9732002101944298,,1.2888798159008237,1.4922418159215431,1.1962793902333992,5h
20_37,arhgdia_nocodazole,20,0.9505478995047091,,1.3068021450747953,1.4926816687084916,1.2033266915013427,5h
20_38,arhgdia_nocodazole,20,0.9289727126805776,,1.3232099988568378,1.493741127887469,1.2122005498101847,5h
20_39,arhgdia_nocodazole,20,0.9289727126805776,,1.3232099988568378,1.493741127887469,1.2122005498101847,5h
20_40,arhgdia_nocodazole,20,0.9083106500895068,,1.33998340697293,1.4955608468538308,1.2184744944953725,5h
20_41,arhgdia_nocodazole,20,0.9998560322487762,,1.2666588501973657,1.4977863632582513,1.2228189101153268,5h
20_42,arhgdia_nocodazole,20,0.9998560322487762,,1.2666588501973657,1.4977863632582513,1.2228189101153268,5h
20_43,arhgdia_nocodazole,20,0.9794105203779437,,1.2806480292403435,1.5005880119639596,1.2287142288469193,5h
20_44,arhgdia_nocodazole,20,0.9588788917780794,,1.3876678388746801,1.5046564963462983,1.026288956864831,5h
20_45,arhgdia_nocodazole,20,0.956523735194197,,1.3899729810867605,1.5051735988556778,1.0256978289765173,5h
20_46,arhgdia_nocodazole,20,0.9365518171397746,,1.3093097945745045,1.5530832448146696,1.0316859040064172,5h
20_47,arhgdia_nocodazole,20,0.8146567840411726,,1.3229651400114293,1.5590537924067682,1.2408987358734977,5h
20_48,arhgdia_nocodazole,20,0.7965248806502945,,1.3369358963781866,1.5654525987565038,1.245684050042599,5h
20_49,arhgdia_nocodazole,20,0.7965248806502945,,1.3369358963781866,1.5654525987565038,1.245684050042599,5h
20_50,arhgdia_nocodazole,20,0.8706826302262896,,1.2653730527466518,1.575365770670296,1.2329679108783451,5h
20_51,arhgdia_nocodazole,20,0.8543135968509102,,1.171731657422443,1.6265203231962626,1.2488199595414697,5h
20_52,arhgdia_nocodazole,20,0.8543135968509102,,1.171731657422443,1.6265203231962626,1.2488199595414697,5h
20_53,arhgdia_nocodazole,20,0.7404149842082116,,1.1880679995723298,1.6351366829566276,1.4597783983424915,5h
20_54,arhgdia_nocodazole,20,0.7234657603812649,,1.2042656493844284,1.6431825811711667,1.4617535630524985,5h
20_55,arhgdia_nocodazole,20,0.7234657603812649,,1.2042656493844284,1.6431825811711667,1.4617535630524985,5h
20_56,arhgdia_nocodazole,20,0.7054163175135216,,1.3235552819069398,1.652805649891942,1.2553662614668533,5h
20_57,arhgdia_nocodazole,20,0.6893471302017419,,1.3407435457643728,1.662784151573389,1.2564450474898234,5h
20_58,arhgdia_nocodazole,20,0.6893471302017419,,1.3407435457643728,1.662784151573389,1.2564450474898234,5h
20_59,arhgdia_nocodazole,20,0.7581463893892254,,1.3578631533828138,1.6281636759692497,1.2571273418408904,5h
20_60,arhgdia_nocodazole,20,0.9073902508551881,,1.2688987347554013,1.5930047382183512,1.2558202612901765,5h
20_61,arhgdia_nocodazole,20,0.8891565844375773,,1.2846242774566472,1.6028525929516027,1.2552528127965297,5h
20_62,arhgdia_nocodazole,20,0.8891565844375773,,1.2846242774566472,1.6028525929516027,1.2552528127965297,5h
20_63,arhgdia_nocodazole,20,0.8714324823762917,,1.2998923775209394,1.6137545061642333,1.2537798438416752,5h
20_64,arhgdia_nocodazole,20,1.0095097529476877,,1.3147495208121345,1.532897245018761,1.2510695789236654,5h
20_65,arhgdia_nocodazole,20,1.1586973205645832,,1.3191822779400242,1.442947622398713,1.2493254182406908,5h
20_66,arhgdia_nocodazole,20,1.2106157667668975,,1.333557353047068,1.4079082072230047,1.2485954424917973,5h
20_67,arhgdia_nocodazole,20,1.1859821014040308,,1.4621999805655426,1.4201147133699352,1.0369540873460246,5h
20_68,arhgdia_nocodazole,20,1.1859821014040308,,1.4621999805655426,1.4201147133699352,1.0369540873460246,5h
20_69,arhgdia_nocodazole,20,1.2346666666666666,,1.4785428283671913,1.3852693264002804,1.0346368715083796,5h
20_70,arhgdia_nocodazole,20,1.2002866902525313,,1.502158776111208,1.4041013521285828,1.0293921472719996,5h
20_71,arhgdia_nocodazole,20,1.2002866902525313,,1.502158776111208,1.4041013521285828,1.0293921472719996,5h
